Chromagram_Mean,Chromagram_Median,Chromagram_Std,RootMeanSquare_Mean,RootMeanSquare_Median,RootMeanSquare_Std,SpectralCentroid_Mean,SpectralCentroid_Median,SpectralCentroid_Std,SpectralBandwidth_Mean,SpectralBandwidth_Median,SpectralBandwidth_Std,Rolloff_Mean,Rolloff_Median,Rolloff_Std,ZeroCrossingRate_Mean,ZeroCrossingRate_Median,ZeroCrossingRate_Std,MFCC1_Mean,MFCC1_Median,MFCC1_Std,MFCC2_Mean,MFCC2_Median,MFCC2_Std,MFCC3_Mean,MFCC3_Median,MFCC3_Std,MFCC4_Mean,MFCC4_Median,MFCC4_Std,MFCC5_Mean,MFCC5_Median,MFCC5_Std,MFCC6_Mean,MFCC6_Median,MFCC6_Std,MFCC7_Mean,MFCC7_Median,MFCC7_Std,MFCC8_Mean,MFCC8_Median,MFCC8_Std,MFCC9_Mean,MFCC9_Median,MFCC9_Std,MFCC10_Mean,MFCC10_Median,MFCC10_Std,MFCC11_Mean,MFCC11_Median,MFCC11_Std,MFCC12_Mean,MFCC12_Median,MFCC12_Std,MFCC13_Mean,MFCC13_Median,MFCC13_Std,MFCC14_Mean,MFCC14_Median,MFCC14_Std,MFCC15_Mean,MFCC15_Median,MFCC15_Std,MFCC16_Mean,MFCC16_Median,MFCC16_Std,MFCC17_Mean,MFCC17_Median,MFCC17_Std,MFCC18_Mean,MFCC18_Median,MFCC18_Std,MFCC19_Mean,MFCC19_Median,MFCC19_Std,MFCC20_Mean,MFCC20_Median,MFCC20_Std
0.31599358,0.31599358,0.0,0.050249454,0.050249454,0.0,3355.542551076553,3355.542551076553,0.0,2453.090183338217,2453.090183338217,0.0,5868.497305956352,5868.497305956352,0.0,0.2218586861948956,0.2218586861948956,0.0,-390.06387,-390.06387,0.0,26.723532,26.723532,0.0,-1.4791515,-1.4791515,0.0,13.409359,13.409359,0.0,-14.612003,-14.612003,0.0,-0.40026674,-0.40026674,0.0,-15.692857,-15.692857,0.0,-7.5718985,-7.5718985,0.0,-6.6644354,-6.6644354,0.0,-16.445835,-16.445835,0.0,-4.4504237,-4.4504237,0.0,-10.300305,-10.300305,0.0,-11.816266,-11.816266,0.0,-13.551017,-13.551017,0.0,-7.8936906,-7.8936906,0.0,-3.4184253,-3.4184253,0.0,-6.666657,-6.666657,0.0,-3.5947466,-3.5947466,0.0,1.5395658,1.5395658,0.0,-1.9924287,-1.9924287,0.0
0.22963636,0.22963636,0.0,0.063248135,0.063248135,0.0,1993.1853186154297,1993.1853186154297,0.0,2099.8253458383733,2099.8253458383733,0.0,3827.8890729227087,3827.8890729227087,0.0,0.09642818300464037,0.09642818300464037,0.0,-365.03802,-365.03802,0.0,66.70841,66.70841,0.0,-0.2284798,-0.2284798,0.0,3.325345,3.325345,0.0,-25.91639,-25.91639,0.0,6.205522,6.205522,0.0,-19.714996,-19.714996,0.0,-3.3913882,-3.3913882,0.0,-18.551044,-18.551044,0.0,-13.22637,-13.22637,0.0,-1.9235585,-1.9235585,0.0,-10.770391,-10.770391,0.0,-12.65059,-12.65059,0.0,-17.594276,-17.594276,0.0,-11.533513,-11.533513,0.0,-3.9850543,-3.9850543,0.0,-14.478553,-14.478553,0.0,-4.6685843,-4.6685843,0.0,-3.0697942,-3.0697942,0.0,-7.3208404,-7.3208404,0.0
0.27996457,0.27996457,0.0,0.064986154,0.064986154,0.0,2542.61178319606,2542.61178319606,0.0,2364.956119982209,2364.956119982209,0.0,5042.191861677059,5042.191861677059,0.0,0.11752170642401392,0.11752170642401392,0.0,-321.10382,-321.10382,0.0,37.132378,37.132378,0.0,-10.170994,-10.170994,0.0,10.947705,10.947705,0.0,-16.784296,-16.784296,0.0,-2.1766472,-2.1766472,0.0,-26.157574,-26.157574,0.0,-9.898518,-9.898518,0.0,-7.594617,-7.594617,0.0,-18.047495,-18.047495,0.0,-9.17324,-9.17324,0.0,-13.097072,-13.097072,0.0,-15.1838455,-15.1838455,0.0,-12.129927,-12.129927,0.0,-13.783441,-13.783441,0.0,-2.4997058,-2.4997058,0.0,-13.920551,-13.920551,0.0,-6.762991,-6.762991,0.0,-1.0168855,-1.0168855,0.0,-5.4358,-5.4358,0.0
0.2791786,0.2791786,0.0,0.0554708,0.0554708,0.0,2429.8556351284715,2429.8556351284715,0.0,2180.387054465897,2180.387054465897,0.0,4324.451731529148,4324.451731529148,0.0,0.14110081931554525,0.14110081931554525,0.0,-368.48538,-368.48538,0.0,54.883396,54.883396,0.0,-0.3145478,-0.3145478,0.0,14.628282,14.628282,0.0,-6.468835,-6.468835,0.0,3.854453,3.854453,0.0,-21.740065,-21.740065,0.0,-5.1585307,-5.1585307,0.0,-12.5093,-12.5093,0.0,-12.514745,-12.514745,0.0,-11.33402,-11.33402,0.0,-9.291948,-9.291948,0.0,-11.0500345,-11.0500345,0.0,-11.307642,-11.307642,0.0,-12.623943,-12.623943,0.0,-2.0822995,-2.0822995,0.0,-13.640974,-13.640974,0.0,-7.6100683,-7.6100683,0.0,-2.530304,-2.530304,0.0,-9.21119,-9.21119,0.0
0.3478721,0.3478721,0.0,0.046417855,0.046417855,0.0,3203.7906647446603,3203.7906647446603,0.0,2326.8286557392257,2326.8286557392257,0.0,5514.49844112529,5514.49844112529,0.0,0.22720145736658934,0.22720145736658934,0.0,-399.2107,-399.2107,0.0,45.31647,45.31647,0.0,-4.439768,-4.439768,0.0,8.931223,8.931223,0.0,-12.5560875,-12.5560875,0.0,3.6029615,3.6029615,0.0,-13.895796,-13.895796,0.0,-9.611776,-9.611776,0.0,-4.953071,-4.953071,0.0,-12.516453,-12.516453,0.0,-2.6806314,-2.6806314,0.0,-6.1655083,-6.1655083,0.0,-9.858992,-9.858992,0.0,-10.51418,-10.51418,0.0,-8.376453,-8.376453,0.0,-0.4899972,-0.4899972,0.0,-10.170807,-10.170807,0.0,-7.5817847,-7.5817847,0.0,-3.090642,-3.090642,0.0,-9.593992,-9.593992,0.0
0.22763547,0.22763547,0.0,0.05754888,0.05754888,0.0,2385.2635231750414,2385.2635231750414,0.0,2478.096213153642,2478.096213153642,0.0,5000.049734447506,5000.049734447506,0.0,0.09888318409222738,0.09888318409222738,0.0,-336.3876,-336.3876,0.0,36.571873,36.571873,0.0,-6.580255,-6.580255,0.0,3.4484167,3.4484167,0.0,-21.992935,-21.992935,0.0,-1.1394769,-1.1394769,0.0,-29.74427,-29.74427,0.0,-22.21017,-22.21017,0.0,-8.070388,-8.070388,0.0,-20.874191,-20.874191,0.0,-10.598984,-10.598984,0.0,-16.252075,-16.252075,0.0,-15.423621,-15.423621,0.0,-13.214585,-13.214585,0.0,-8.873632,-8.873632,0.0,-0.3776107,-0.3776107,0.0,-19.418186,-19.418186,0.0,7.0364137,7.0364137,0.0,3.4100804,3.4100804,0.0,2.1213546,2.1213546,0.0
0.32170162,0.32170162,0.0,0.061167877,0.061167877,0.0,2186.0189752890265,2186.0189752890265,0.0,2398.961737545133,2398.961737545133,0.0,4444.982711898202,4444.982711898202,0.0,0.09760640226218098,0.09760640226218098,0.0,-304.02173,-304.02173,0.0,74.33722,74.33722,0.0,-8.511024,-8.511024,0.0,14.867675,14.867675,0.0,13.326426,13.326426,0.0,-5.5648046,-5.5648046,0.0,-17.553467,-17.553467,0.0,-2.8404665,-2.8404665,0.0,-13.154736,-13.154736,0.0,-4.743879,-4.743879,0.0,-7.537074,-7.537074,0.0,-15.145199,-15.145199,0.0,-6.1897535,-6.1897535,0.0,-11.901113,-11.901113,0.0,-16.065332,-16.065332,0.0,2.8540998,2.8540998,0.0,-15.888529,-15.888529,0.0,-9.139336,-9.139336,0.0,-9.778928,-9.778928,0.0,-7.6266847,-7.6266847,0.0
0.26270097,0.26270097,0.0,0.06296429,0.06296429,0.0,2343.2872943935054,2343.2872943935054,0.0,2334.53626638255,2334.53626638255,0.0,4819.790344946346,4819.790344946346,0.0,0.10216860317575406,0.10216860317575406,0.0,-325.27234,-325.27234,0.0,46.73732,46.73732,0.0,-9.791538,-9.791538,0.0,13.923606,13.923606,0.0,-14.133339,-14.133339,0.0,-0.56123924,-0.56123924,0.0,-21.998028,-21.998028,0.0,-11.10421,-11.10421,0.0,-12.500988,-12.500988,0.0,-15.538585,-15.538585,0.0,-5.157449,-5.157449,0.0,-13.426055,-13.426055,0.0,-16.579304,-16.579304,0.0,-14.198929,-14.198929,0.0,-14.149271,-14.149271,0.0,-2.0310361,-2.0310361,0.0,-14.369141,-14.369141,0.0,-7.0179763,-7.0179763,0.0,-0.93480116,-0.93480116,0.0,-5.756484,-5.756484,0.0
0.24298808,0.24298808,0.0,0.054275088,0.054275088,0.0,2490.0213318221863,2490.0213318221863,0.0,2436.1989021831573,2436.1989021831573,0.0,5172.265398419374,5172.265398419374,0.0,0.09249814203886311,0.09249814203886311,0.0,-327.68616,-327.68616,0.0,27.546265,27.546265,0.0,-10.244579,-10.244579,0.0,25.524231,25.524231,0.0,-9.819353,-9.819353,0.0,-1.5782579,-1.5782579,0.0,-31.248247,-31.248247,0.0,-5.554411,-5.554411,0.0,-5.8331923,-5.8331923,0.0,-19.630043,-19.630043,0.0,-11.272753,-11.272753,0.0,-11.754746,-11.754746,0.0,-15.021984,-15.021984,0.0,-18.124784,-18.124784,0.0,-14.512145,-14.512145,0.0,-3.5974126,-3.5974126,0.0,-15.004489,-15.004489,0.0,-2.141161,-2.141161,0.0,-0.67559433,-0.67559433,0.0,-13.520424,-13.520424,0.0
0.18932827,0.18932827,0.0,0.081641726,0.081641726,0.0,2523.4720569893107,2523.4720569893107,0.0,2504.2696466693933,2504.2696466693933,0.0,5131.771985118185,5131.771985118185,0.0,0.1029333127900232,0.1029333127900232,0.0,-311.5824,-311.5824,0.0,29.734407,29.734407,0.0,3.2354047,3.2354047,0.0,-2.303799,-2.303799,0.0,-33.652843,-33.652843,0.0,0.5243601,0.5243601,0.0,-24.944374,-24.944374,0.0,-21.59647,-21.59647,0.0,-7.7697444,-7.7697444,0.0,-17.965425,-17.965425,0.0,-10.899844,-10.899844,0.0,-11.516143,-11.516143,0.0,-9.481327,-9.481327,0.0,-14.120856,-14.120856,0.0,-7.6272,-7.6272,0.0,18.817434,18.817434,0.0,-3.8248618,-3.8248618,0.0,16.423155,16.423155,0.0,16.388475,16.388475,0.0,4.4770436,4.4770436,0.0
0.3062166,0.3062166,0.0,0.04093087,0.04093087,0.0,2734.765013201942,2734.765013201942,0.0,2329.645054666543,2329.645054666543,0.0,4974.594590614124,4974.594590614124,0.0,0.17056536397911834,0.17056536397911834,0.0,-379.94928,-379.94928,0.0,63.603073,63.603073,0.0,1.7881031,1.7881031,0.0,5.2509093,5.2509093,0.0,-8.79229,-8.79229,0.0,9.983794,9.983794,0.0,-17.534245,-17.534245,0.0,-2.1477008,-2.1477008,0.0,-9.282209,-9.282209,0.0,-6.5871305,-6.5871305,0.0,-6.2560153,-6.2560153,0.0,-10.501449,-10.501449,0.0,-14.132247,-14.132247,0.0,-10.344946,-10.344946,0.0,-13.348094,-13.348094,0.0,4.9697127,4.9697127,0.0,-12.250827,-12.250827,0.0,-4.144053,-4.144053,0.0,-2.5789356,-2.5789356,0.0,-6.0700655,-6.0700655,0.0
